timestamp,rule_id,rule_description,rule_level,agent_name,agent_id,agent_ip,src_ip,dst_ip
2025-11-21T22:28:37.170Z,100050,Aizdomīga Kerberos tīkla pieteikšanās ar iebūvēto Administrator kontu (iespējams Golden Ticket vai cits Kerberos biļetes viltojums),12,DC-2019,002,10.99.10.10,10.99.20.30,10.99.10.10
